4.9	74	A	Bi80
3.5	68	A	--
0.499	37.4	B	Gs82b
0.699	45.7	B	--
1.02	53	B	--
1.2	55.4	B	--
2.4	65.2	B	--
3.44	69.7	B	--
5.74	75	B	--
7.7	78.9	B	--
10.1	79.1	B	--
0.483	36.04	C	Gs98
0.484	37.09	C	
0.495	36.62	C	
0.67	43.34	C	
0.684	44.83	C	
0.708	47.01	C	
0.71	44.94	C	
0.711	46.67	C	
0.966	49.88	C	
0.969	54.41	C	
0.973	54.94	C	
0.996	52.69	C	
1	51.04	C	
1.297	53.88	C	
1.331	56.69	C	
1.333	55.09	C	
1.343	56.48	C	
1.346	57.24	C	
2.362	62.08	C	
2.37	63.65	C	
2.381	66.45	C	
3.361	69.82	C	
3.456	69.43	C	
3.538	69.38	C	
4.649	70.8	C	
4.684	70.08	C	
4.757	72.21	C	
5.667	75.87	C	
5.69	75.96	C	
5.824	72.15	C	
5.829	70.78	C	
5.847	71.07	C	
6.982	82.09	C	
7.042	77.4	C	
7.721	79.19	C	
9.932	79.5	C	
10.002	84.36	C	
