0.649	44.6	A	Gs82b
0.8	45	A	--
0.983	46.5	A	--
2.02	59.1	A	--
4.01	65	A	--
6.06	67.2	A	--
7.06	67.1	A	--
8.06	65.8	A	--
22.94	46	B	Bi96
22.42	47	B	--
21.89	47.3	B	--
0.834	45.22	C	Gs98
0.964	46.67	C	--
1.102	47.54	C	--
1.295	48.31	C	--
2.019	58.97	C	--
2.213	59.51	C	--
2.399	60.21	C	--
2.569	60.48	C	--
2.755	60.81	C	--
2.97	60.79	C	--
3.167	61.31	C	--
4.071	66.16	C	--
4.326	66.65	C	--
4.592	66.97	C	--
4.83	66.05	C	--
5.054	66.26	C	--
5.305	65.96	C	--
5.506	65.39	C	--
6.361	68.48	C	--
6.594	67.75	C	--
6.858	67.59	C	--
7.121	67.36	C	--
7.348	67.1	C	--
7.554	66.78	C	--
0.0245	4.38	D	Bez75
0.0327	6.543	D	
0.0429	9.08	D	
0.0558	10.265	D	
0.0695	10.254	D	
0.083	10.565	D	
0.0972	11.669	D	
0.1111	12.74	D	
0.1282	14.288	D	
0.1466	15.654	D	
0.1661	17.149	D	
0.1888	18.783	D	
0.2023	20.038	D	
0.2247	21.778	D	
0.2392	23.052	D	
0.2509	24.125	D	
0.2661	25.338	D	
0.2796	26.208	D	
0.2969	26.787	D	
0.3089	27.602	D	
0.3281	28.648	D	
0.3518	30.185	D	
0.3758	30.837	D	
0.3995	33.125	D	
0.4278	34.489	D	
0.4575	36.323	D	
