0.02976	385.7	A
0.03394	392.3	A
0.03606	397.5	A
0.02927	398.9	A
0.03717	398.9	A
0.03844	398.9	A
0.03293	400.2	A
0.02773	402.8	A
0.02859	402.8	A
0.03141	406.8	A
0.03452	408.1	A
0.03976	408.1	A
0.0387	409.4	A
0.04296	409.4	A
0.04126	410.8	A
0.0326	412.1	A
0.04626	412.1	A
0.03793	416	A
0.04503	416	
0.03463	417.4	A
0.0357	417.4	
0.03037	418.7	A
0.03667	418.7	
0.04238	420	A
0.03976	420	
0.03194	421.3	A
0.04112	421.3	
0.04383	421.3	A
0.03282	422.6	
0.04932	422.6	A
0.04705	424	
0.03558	427.9	A
0.03805	429.2	
0.04071	429.2	A
0.0461	429.2	
0.03962	430.6	A
0.03667	431.9	
0.04168	431.9	A
0.04369	431.9	
0.04801	431.9	A
0.04932	431.9	
0.05456	433.2	A
0.04296	434.5	
0.04549	437.2	A
0.04443	438.5	
0.04126	439.8	A
0.03522	441.1	
0.03315	442.5	A
0.04325	442.5	
0.04768	442.5	A
0.05365	443.8	
0.04428	446.4	A
0.04626	446.4	
0.04982	446.4	A
0.05187	447.7	
0.04801	450.4	A
0.05329	451.7	
0.05474	454.3	A
0.05567	454.3	
0.05719	455.7	A
0.04657	457	
0.04948	458.3	A
0.05895	458.3	
0.05118	459.6	A
0.05257	462.3	
0.04801	463.6	A
0.05419	464.9	
0.05567	467.5	A
0.05757	467.5	
0.05955	471.5	A
0.06348	471.5	
0.06543	471.5	A
0.05066	472.8	
0.057	475.5	A
0.06138	475.5	
0.05222	476.8	A
0.05875	480.8	
0.05623	483.4	A
0.06521	483.4	
0.06263	487.4	A
0.06434	494	
0.06117	494	A
0.06369	501.9	
0.06179	501.9	A
0.06456	519.1	A
0.04801	287.9	B
0.03729	313	
0.04626	314.3	B
0.03452	319.6	
0.05135	323.6	B
0.05548	323.6	
0.04238	324.9	B
0.03962	326.2	
0.04533	330.2	B
0.04898	331.5	
0.05642	331.5	B
0.0357	332.8	
0.03643	332.8	B
0.04112	332.8	
0.05474	334.2	B
0.03831	335.5	
0.0326	336.8	B
0.03463	336.8	
0.04398	336.8	B
0.05204	338.1	
0.03729	339.4	B
0.04998	339.4	
0.03594	340.8	B
0.0461	340.8	
0.04801	340.8	B
0.03184	342.1	
0.05642	342.1	B
0.04503	343.4	
0.02783	344.7	B
0.02927	344.7	
0.03962	344.7	B
0.05437	344.7	
0.03498	346	B
0.05083	346	
0.03394	347.4	B
0.0431	347.4	
0.04705	347.4	B
0.03131	348.7	
0.03704	350	B
0.062	350	
0.03909	351.3	B
0.04488	351.3	
0.05605	351.3	B
0.04057	352.6	
0.04168	352.6	B
0.06477	352.6	
0.02976	354	B
0.03315	354	
0.03818	354	B
0.05329	354	B
0.05955	354	B
0.04915	355.3	B
0.05204	355.3	B
0.02897	356.6	B
0.04705	356.6	B
0.04383	357.9	B
0.03405	359.2	B
0.04253	359.2	B
0.0458	359.2	B
0.05492	359.2	B
0.05777	359.2	B
0.0312	360.6	B
0.06179	360.6	B
0.05661	361.9	B
0.03271	363.2	B
0.03655	363.2	B
0.03558	363.2	B
0.03818	363.2	B
0.06369	363.2	B
0.03923	364.5	B
0.04982	364.5	B
0.06015	364.5	B
0.02783	365.8	B
0.0403	365.8	B
0.05275	365.8	B
0.03058	367.2	B
0.03194	367.2	B
0.05401	367.2	B
0.05796	368.5	B
0.04564	369.8	B
0.03558	371.1	B
0.04154	371.1	B
0.05204	371.1	B
0.02859	372.5	B
0.05049	372.5	B
0.0568	372.5	B
0.06499	372.5	
0.06076	373.8	B
0.06263	373.8	
0.03315	375.1	B
0.03729	375.1	
0.02966	376.4	B
0.05329	376.4	
0.05855	379.1	B
0.04932	380.4	
0.057	380.4	B
0.06369	380.4	
0.05135	381.7	B
0.0378	383	
0.04168	385.7	B
0.0524	385.7	
0.062	387	B
0.06015	388.3	
0.05816	390.9	B
0.03227	393.6	B
0.04768	393.6	
0.05915	397.5	B
0.05757	402.8	B
0.06242	408.1	B
