	0.149	0.86	A
	0.168	0.91	A
	0.188	0.95	A
	0.208	0.98	A
	0.228	1.01	A	
	0.248	1.04	A
	0.269	1.05	A
	0.290	1.07	A
	0.311	1.07	A
	0.340	1.06	A
	0.354	1.07	A
	0.376	1.05	A
	0.398	1.04	A
	0.419	1.03	A
	0.442	1.01	A
	0.384	1.04	A
	0.413	1.02	A
	0.471	0.99	A
	0.500	0.97	A
	0.529	0.97	A
	0.559	0.94	A
	0.588	0.92	A
	0.617	0.91	A
	0.646	0.91	A


