	0.173	0.73	A
	0.200	0.80	A
	0.216	0.85	A
	0.237	0.86	A
	0.250	0.87	A
	0.272	0.86	A
	0.314	0.85	A
	0.337	0.85	A
	0.358	0.84	A
	0.379	0.83	A
	0.400	0.83	A
	0.422	0.77	A
	0.290	0.87	A
	0.465	0.80	A
	0.441	0.78	A
	0.464	0.77	A
	0.487	0.79	A
	0.509	0.77	A
	0.532	0.73	A
	0.555	0.75	A
	0.578	0.75	A
	0.601	0.72	A
	0.647	0.73	A
	0.670	0.71	A
