0.01429	0.7050
0.02108	0.8620
0.03416	1.110
0.05496	1.440
0.08651	1.810
0.1154	2.090
0.1640	2.340
0.2588	2.400
0.3876	2.200
0.5107	2.000
0.07080	1.718
0.009006	0.4567
0.009323	0.4658
0.01101	0.5155
0.01441	0.5829
0.01462	0.6049
0.01703	0.6652
0.01734	0.6996
0.02018	0.7462
0.02417	0.8369
0.02755	0.8721
0.03379	0.9875
0.04160	1.126
0.04963	1.250
0.05818	1.347
0.05925	1.421
0.06775	1.476
0.07037	1.500
0.01429	0.3527
0.02143	0.6045
0.02857	0.6211
0.03571	0.8110
0.04286	0.8683
0.05000	0.9979
0.05714	1.061
0.06429	1.111
