# nt =  1
# nd = 30
# ne = 50
# T =  0  1.77828E+03
# D =  0  1.00000E+19
 3.25000E+00  1.90000E+01  1.00000E-03  3.23506E-05  3.23527E-05  3.19766E-05  3.19786E-05  1.99843E-10 -3.66523E-07
 3.25000E+00  1.90000E+01  1.26486E-03  4.66961E-05  4.66991E-05  4.61859E-05  4.61889E-05  2.47882E-10 -4.99451E-07
 3.25000E+00  1.90000E+01  1.59986E-03  6.73841E-05  6.73885E-05  6.67008E-05  6.67052E-05  3.05023E-10 -6.67952E-07
 3.25000E+00  1.90000E+01  2.02359E-03  9.72093E-05  9.72159E-05  9.63048E-05  9.63113E-05  3.72747E-10 -8.82647E-07
 3.25000E+00  1.90000E+01  2.55955E-03  1.40192E-04  1.40202E-04  1.39018E-04  1.39027E-04  4.52773E-10 -1.14356E-06
 3.25000E+00  1.90000E+01  3.23746E-03  2.02114E-04  2.02128E-04  2.00599E-04  2.00613E-04  5.47087E-10 -1.47042E-06
 3.25000E+00  1.90000E+01  4.09492E-03  2.91280E-04  2.91301E-04  2.89341E-04  2.89362E-04  6.57990E-10 -1.87482E-06
 3.25000E+00  1.90000E+01  5.17947E-03  4.19614E-04  4.19644E-04  4.17153E-04  4.17183E-04  7.88133E-10 -2.36979E-06
 3.25000E+00  1.90000E+01  6.55129E-03  6.04218E-04  6.04262E-04  6.01153E-04  6.01197E-04  9.40577E-10 -2.93410E-06
 3.25000E+00  1.90000E+01  8.28643E-03  8.69593E-04  8.69657E-04  8.65836E-04  8.65900E-04  1.11885E-09 -3.56929E-06
 3.25000E+00  1.90000E+01  1.04811E-02  1.25080E-03  1.25089E-03  1.24629E-03  1.24638E-03  1.32701E-09 -4.24399E-06
 3.25000E+00  1.90000E+01  1.32571E-02  1.79793E-03  1.79807E-03  1.79293E-03  1.79307E-03  1.56973E-09 -4.61983E-06
 3.25000E+00  1.90000E+01  1.67683E-02  2.58247E-03  2.58266E-03  2.57782E-03  2.57802E-03  1.85240E-09 -4.09422E-06
 3.25000E+00  1.90000E+01  2.12095E-02  3.70620E-03  3.70648E-03  3.70364E-03  3.70392E-03  2.18117E-09 -1.77691E-06
 3.25000E+00  1.90000E+01  2.68270E-02  5.31386E-03  5.31427E-03  5.31537E-03  5.31578E-03  2.56317E-09  2.63321E-06
 3.25000E+00  1.90000E+01  3.39322E-02  7.61081E-03  7.61140E-03  7.61916E-03  7.61974E-03  3.00655E-09  9.94274E-06
 3.25000E+00  1.90000E+01  4.29193E-02  1.08879E-02  1.08888E-02  1.09067E-02  1.09076E-02  3.52065E-09  2.10860E-05
 3.25000E+00  1.90000E+01  5.42868E-02  1.55563E-02  1.55575E-02  1.55899E-02  1.55911E-02  4.11624E-09  3.67669E-05
 3.25000E+00  1.90000E+01  6.86649E-02  2.21959E-02  2.21976E-02  2.22497E-02  2.22514E-02  4.80563E-09  5.83860E-05
 3.25000E+00  1.90000E+01  8.68511E-02  3.16227E-02  3.16251E-02  3.17008E-02  3.17032E-02  5.60294E-09  8.45800E-05
