# nt =  1
# nd = 30
# ne = 50
# T =  0  3.16228E+03
# D =  0  1.00000E+19
 3.50000E+00  1.90000E+01  1.00000E-03  1.41219E-05  1.41223E-05  1.40776E-05  1.40781E-05  6.31970E-11 -4.25392E-08
 3.50000E+00  1.90000E+01  1.26486E-03  2.03762E-05  2.03769E-05  2.03116E-05  2.03123E-05  7.83885E-11 -6.20776E-08
 3.50000E+00  1.90000E+01  1.59986E-03  2.93938E-05  2.93948E-05  2.92997E-05  2.93007E-05  9.64584E-11 -9.05247E-08
 3.50000E+00  1.90000E+01  2.02359E-03  4.23922E-05  4.23937E-05  4.22551E-05  4.22567E-05  1.17875E-10 -1.31993E-07
 3.50000E+00  1.90000E+01  2.55955E-03  6.11240E-05  6.11263E-05  6.09240E-05  6.09263E-05  1.43182E-10 -1.92670E-07
 3.50000E+00  1.90000E+01  3.23746E-03  8.81105E-05  8.81139E-05  8.78191E-05  8.78224E-05  1.73007E-10 -2.81076E-07
 3.50000E+00  1.90000E+01  4.09492E-03  1.26978E-04  1.26983E-04  1.26553E-04  1.26558E-04  2.08078E-10 -4.10214E-07
 3.50000E+00  1.90000E+01  5.17947E-03  1.82937E-04  1.82944E-04  1.82317E-04  1.82324E-04  2.49234E-10 -5.98687E-07
 3.50000E+00  1.90000E+01  6.55129E-03  2.63474E-04  2.63484E-04  2.62569E-04  2.62580E-04  2.97441E-10 -8.74168E-07
 3.50000E+00  1.90000E+01  8.28643E-03  3.79333E-04  3.79349E-04  3.78012E-04  3.78028E-04  3.53817E-10 -1.27789E-06
 3.50000E+00  1.90000E+01  1.04811E-02  5.45926E-04  5.45949E-04  5.43986E-04  5.44009E-04  4.19644E-10 -1.87828E-06
 3.50000E+00  1.90000E+01  1.32571E-02  7.85333E-04  7.85366E-04  7.82460E-04  7.82493E-04  4.96401E-10 -2.78408E-06
 3.50000E+00  1.90000E+01  1.67683E-02  1.12915E-03  1.12920E-03  1.12488E-03  1.12492E-03  5.85788E-10 -4.15141E-06
 3.50000E+00  1.90000E+01  2.12095E-02  1.62256E-03  1.62263E-03  1.61639E-03  1.61645E-03  6.89759E-10 -5.99113E-06
 3.50000E+00  1.90000E+01  2.68270E-02  2.33002E-03  2.33012E-03  2.32161E-03  2.32171E-03  8.10559E-10 -8.14694E-06
 3.50000E+00  1.90000E+01  3.39322E-02  3.34342E-03  3.34356E-03  3.33471E-03  3.33486E-03  9.50768E-10 -8.33522E-06
 3.50000E+00  1.90000E+01  4.29193E-02  4.79347E-03  4.79368E-03  4.78551E-03  4.78572E-03  1.11335E-09 -7.43143E-06
 3.50000E+00  1.90000E+01  5.42868E-02  6.86582E-03  6.86612E-03  6.86070E-03  6.86100E-03  1.30169E-09 -4.35579E-06
 3.50000E+00  1.90000E+01  6.86649E-02  9.82359E-03  9.82402E-03  9.82369E-03  9.82412E-03  1.51970E-09  1.18373E-06
 3.50000E+00  1.90000E+01  8.68511E-02  1.40391E-02  1.40397E-02  1.40470E-02  1.40476E-02  1.77183E-09  9.42563E-06
 3.50000E+00  1.90000E+01  1.09854E-01  2.00378E-02  2.00387E-02  2.00572E-02  2.00581E-02  2.06322E-09  2.15602E-05
 3.50000E+00  1.90000E+01  1.38950E-01  2.85603E-02  2.85615E-02  2.85961E-02  2.85973E-02  2.39973E-09  3.88951E-05
 3.50000E+00  1.90000E+01  1.75751E-01  4.06468E-02  4.06485E-02  4.06926E-02  4.06944E-02  2.78808E-09  5.02256E-05
 3.50000E+00  1.90000E+01  2.22300E-01  5.77544E-02  5.77569E-02  5.79293E-02  5.79318E-02  3.23596E-09  1.81042E-04
 3.50000E+00  1.90000E+01  2.81177E-01  8.19164E-02  8.19198E-02  8.21089E-02  8.21123E-02  3.75218E-09  2.00966E-04
 3.50000E+00  1.90000E+01  3.55648E-01  1.15955E-01  1.15960E-01  1.16191E-01  1.16195E-01  4.34682E-09  2.46897E-04
 3.50000E+00  1.90000E+01  4.49843E-01  1.63765E-01  1.63771E-01  1.64025E-01  1.64032E-01  5.03140E-09  2.76016E-04
 3.50000E+00  1.90000E+01  5.68987E-01  2.30670E-01  2.30679E-01  2.30892E-01  2.30901E-01  5.81912E-09  2.43330E-04
 3.50000E+00  1.90000E+01  7.19686E-01  3.23874E-01  3.23886E-01  3.23808E-01  3.23821E-01  6.72504E-09 -3.67741E-05
 3.50000E+00  1.90000E+01  9.10298E-01  4.52989E-01  4.53005E-01  4.53220E-01  4.53237E-01  7.76638E-09  2.68387E-04
 3.50000E+00  1.90000E+01  1.15140E+00  6.30585E-01  6.30607E-01  6.30794E-01  6.30817E-01  8.96282E-09  2.56078E-04
 3.50000E+00  1.90000E+01  1.45635E+00  8.72717E-01  8.72747E-01  8.72453E-01  8.72482E-01  1.03368E-08 -2.06199E-04
 3.50000E+00  1.90000E+01  1.84207E+00  1.19914E+00  1.19918E+00  1.20161E+00  1.20165E+00  1.19141E-08  2.53745E-03
 3.50000E+00  1.90000E+01  2.32995E+00  1.63311E+00  1.63315E+00  1.63486E+00  1.63490E+00  1.37238E-08  1.83303E-03
 3.50000E+00  1.90000E+01  2.94705E+00  2.19983E+00  2.19988E+00  2.21051E+00  2.21056E+00  1.57994E-08  1.07780E-02
 3.50000E+00  1.90000E+01  3.72759E+00  2.92352E+00  2.92358E+00  2.92425E+00  2.92431E+00  1.81787E-08  8.33007E-04
 3.50000E+00  1.90000E+01  4.71487E+00  3.82218E+00  3.82225E+00  3.83528E+00  3.83535E+00  2.09051E-08  1.32165E-02
 3.50000E+00  1.90000E+01  5.96362E+00  4.89962E+00  4.89969E+00  4.90668E+00  4.90675E+00  2.40274E-08  7.18025E-03
 3.50000E+00  1.90000E+01  7.54312E+00  6.13587E+00  6.13593E+00  6.13858E+00  6.13865E+00  2.76008E-08  2.83309E-03
 3.50000E+00  1.90000E+01  9.54095E+00  7.47943E+00  7.47948E+00  7.49383E+00  7.49388E+00  3.16873E-08  1.45177E-02
 3.50000E+00  1.90000E+01  1.20679E+01  8.84599E+00  8.84603E+00  8.85838E+00  8.85842E+00  3.63556E-08  1.25021E-02
 3.50000E+00  1.90000E+01  1.52642E+01  1.01300E+01  1.01301E+01  1.01500E+01  1.01500E+01  4.16806E-08  2.00907E-02
 3.50000E+00  1.90000E+01  1.93070E+01  1.12303E+01  1.12303E+01  1.12388E+01  1.12388E+01  4.77409E-08  8.57280E-03
 3.50000E+00  1.90000E+01  2.44205E+01  1.17893E+01  1.17893E+01  1.18019E+01  1.18019E+01  5.46150E-08  1.27441E-02
 3.50000E+00  1.90000E+01  3.08884E+01  1.21877E+01  1.21877E+01  1.22021E+01  1.22021E+01  6.23711E-08  1.45448E-02
 3.50000E+00  1.90000E+01  3.90694E+01  1.25298E+01  1.25298E+01  1.25378E+01  1.25378E+01  7.10502E-08  8.09390E-03
 3.50000E+00  1.90000E+01  4.94171E+01  1.28291E+01  1.28291E+01  1.28365E+01  1.28365E+01  8.06341E-08  7.43819E-03
 3.50000E+00  1.90000E+01  6.25055E+01  1.31498E+01  1.31498E+01  1.31566E+01  1.31566E+01  9.09924E-08  6.87046E-03
 3.50000E+00  1.90000E+01  7.90604E+01  1.33902E+01  1.33902E+01  1.33966E+01  1.33966E+01  1.01801E-07  6.43946E-03
 3.50000E+00  1.90000E+01  1.00000E+02  1.36572E+01  1.36572E+01  1.36634E+01  1.36634E+01  1.12426E-07  6.20396E-03
# T =  0  3.16228E+03
# D =  1  2.21222E+19
 3.50000E+00  1.93448E+01  1.00000E-03  1.34541E-05  1.34547E-05  1.34097E-05  1.34103E-05  1.32332E-10 -4.25610E-08
 3.50000E+00  1.93448E+01  1.26486E-03  1.94260E-05  1.94269E-05  1.93614E-05  1.93623E-05  1.66867E-10 -6.21081E-08
 3.50000E+00  1.93448E+01  1.59986E-03  2.80418E-05  2.80431E-05  2.79476E-05  2.79489E-05  2.08273E-10 -9.05664E-08
 3.50000E+00  1.93448E+01  2.02359E-03  4.04684E-05  4.04703E-05  4.03312E-05  4.03331E-05  2.57666E-10 -1.32049E-07
 3.50000E+00  1.93448E+01  2.55955E-03  5.83865E-05  5.83893E-05  5.81864E-05  5.81892E-05  3.16349E-10 -1.92742E-07
