26.09	21.30	A
33.15	22.54	A
52.88	26.27	A
70.29	29.04	A
91.60	31.55	A
111.1	33.04	A
136.0	33.75	A
149.9	34.04	A
168.2	34.61	A
191.0	33.68	A
208.3	33.24	A
230.8	33.02	A
259.2	31.72	A
289.1	30.88	A
319.7	29.17	A
347.0	28.72	A
21.88	21.06	B
45.51	24.47	B
66.68	28.92	B
87.98	30.47	B
138.2	33.99	B
136.4	34.13	B
157.7	34.25	B
169.6	33.65	B
197.1	34.21	B
236.8	33.67	B
259.0	31.40	B
316.7	29.19	B
