204.21	16.380	T		
20.300	17.200	U		
20.400	17.130	U		
28.700	19.330	U		
28.800	19.250	U		
37.800	20.670	U		
37.800	20.520	U		
46.900	21.560	U		
46.900	21.400	U		
48.300	21.990	U		
56.300	21.590	U		
56.700	21.550	U		
60.000	21.880	U		
65.700	21.670	U		
65.800	21.630	U		
67.500	21.780	U		
75.000	21.480	U		
75.900	21.150	U		
75.900	20.900	U		
90.000	20.590	U		
90.000	20.560	U		
90.000	20.450	U		
97.300	20.250	U		
105.10	19.540	U		
105.20	19.460	U		
115.00	19.390	U		
119.10	18.900	U		
120.00	18.590	U		
126.70	18.860	U		
134.10	18.110	U		
134.10	18.030	U		
175.60	17.050	U		
182.30	16.440	U		
182.30	16.290	U		
257.80	14.820	U		
257.90	14.570	U		
258.00	14.630	U		
275.00	13.700	U		
289.20	14.090	U		
294.70	13.610	U		
294.70	14.080	U		
325.40	13.630	U		
325.40	13.520	U		
70.603	19.876	V		
74.235	18.947	V		
76.138	20.846	V		
78.179	21.274	V		
78.415	20.161	V		
79.793	22.123	V		
81.626	23.070	V		
82.560	21.770	V		
84.222	21.078	V		
86.544	19.227	V		
87.182	20.646	V		
91.150	17.771	V		
91.654	17.729	V		
39.272	19.456	W		
43.699	19.036	W		
43.811	21.583	W		
48.849	23.054	W		
53.712	22.020	W		
58.826	20.875	W		
63.140	22.203	W		
64.020	22.276	W		
68.360	22.836	W		
69.101	20.893	W		
73.210	19.828	W		
73.417	22.432	W		
73.592	20.515	W		
74.196	21.539	W		
78.364	19.929	W		
82.918	19.663	W		
83.987	19.792	W		
88.827	19.892	W		
88.844	22.382	W		
93.368	22.285	W		
93.795	20.383	W		
94.198	19.559	W		
98.792	20.581	W		
99.414	19.589	W		
103.90	18.694	W		
103.91	19.295	W		
109.46	18.669	W		
26.493	23.327	X		
53.628	24.362	X		
61.481	25.178	X		
72.549	25.240	X		
82.111	24.670	X		
91.993	24.321	X		
101.88	23.825	X		
112.08	23.736	X		
122.08	23.168	X		
141.18	22.540	X		
162.36	22.071	X		
182.33	21.523	X		
202.35	20.092	X		
222.78	19.178	X		
242.09	18.809	X		
262.86	17.713	X		
282.95	16.907	X		
300.00	13.995	Y		
400.00	12.445	Y		
500.00	11.172	Y		
600.00	10.142	Y		
700.00	9.3132	Y		
800.00	8.6323	Y		
900.00	8.0634	Y		
1000.0	7.5706	Y		
1100.0	7.1630	Y		
1200.0	6.8001	Y		
1300.0	6.4821	Y		
1400.0	6.1999	Y		
1500.0	5.9400	Y		
30.954	24.127	Z		
44.207	25.251	Z		
63.346	24.699	Z		
84.521	25.320	Z		
106.33	23.731	Z		
769.61	9.0100	a		
963.35	7.8900	a		
1061.9	7.4100	a		
1140.4	7.1000	a		
1293.7	6.5000	a		
1329.5	6.4300	a		
1398.9	6.1900	a		
1469.7	6.2500	a		
1537.2	5.8300	a		
1636.4	5.6300	a		
1682.5	5.5200	a		
1756.3	5.3900	a		
1798.4	5.2200	a		
1800.4	5.2500	a		
1978.5	4.8100	a		
100.00	20.517	b		
125.00	19.442	b		
150.00	18.456	b		
175.00	17.560	b		
200.00	16.754	b		
225.00	16.037	b		
250.00	15.365	b		
275.00	14.783	b		
300.00	14.201	b		
325.00	13.753	b		
350.00	13.305	b		
375.00	12.901	b		
400.00	12.498	b		
425.00	12.185	b		
450.00	11.871	b		
475.00	11.557	b		
500.00	11.289	b		
525.00	11.065	b		
550.00	10.796	b		
575.00	10.572	b		
600.00	10.393	b		
625.00	10.169	b		
650.00	9.9448	b		
675.00	9.7657	b		
700.00	9.5865	b		
725.00	9.4073	b		
750.00	9.2281	b		
775.00	9.0489	b		
800.00	8.9145	b		
825.00	8.7801	b		
850.00	8.6457	b		
875.00	8.5114	b		
900.00	8.3322	b		
925.00	8.2426	b		
950.00	8.1082	b		
1000.0	7.7498	b		
80.000	20.500	c		
100.00	19.800	c		
200.00	15.700	c		
300.00	14.400	c		
400.00	11.900	c		
121.41	18.633	d		
127.75	17.979	d		
165.49	16.796	d		
184.26	16.155	d		
205.72	15.733	d		
218.47	15.403	d		
240.36	14.925	d		
290.82	13.785	d		
316.85	13.330	d		
331.92	13.522	d		
342.45	12.922	d		
374.05	12.543	d		
391.99	12.095	d		
417.03	11.924	d		
430.47	11.619	d		
445.62	11.527	d		
118.67	18.423	e		
125.67	18.572	e		
161.36	16.738	e		
180.25	16.259	e		
203.89	15.776	e		
215.30	15.314	e		
231.75	15.422	e		
263.84	14.857	e		
284.83	13.857	e		
308.33	13.554	e		
320.22	13.380	e		
330.07	13.207	e		
363.33	12.656	e		
378.87	12.298	e		
408.45	12.235	e		
425.98	11.832	e		
435.15	11.806	e		
632.00	11.450	f		
774.00	8.7000	f		
936.00	8.7500	f		
992.00	7.7500	f		
12.390	12.890	g		
16.099	14.847	g		
25.407	17.747	g		
37.548	19.423	g		
50.119	21.217	g		
65.965	21.301	g		
76.219	20.040	g		
94.212	19.727	g		
116.31	18.064	g		
139.35	17.743	g		
168.98	16.956	g		
208.71	15.806	g		
192.76	15.363	g		
221.09	15.138	g		
240.72	14.859	g		
275.51	14.597	g		
290.02	13.853	g		
12.166	12.949	h		
15.852	14.605	h		
24.932	17.734	h		
35.775	19.471	h		
48.510	21.305	h		
65.367	21.252	h		
75.519	20.090	h		
91.644	19.665	h		
112.51	17.772	h		
138.14	17.698	h		
162.18	17.047	h		
188.59	15.271	h		
202.68	15.770	h		
217.45	15.166	h		
232.63	14.765	h		
246.34	15.008	h		
263.98	14.436	h		
287.01	13.669	h		
29.436	23.456	i		
40.142	24.260	i		
50.260	24.815	i		
60.016	25.106	i		
70.350	24.952	i		
78.924	24.763	i		
89.662	24.373	i		
99.400	23.992	i		
108.43	23.754	i		
119.38	23.386	i		
130.04	22.897	i		
139.13	22.488	i		
149.04	22.268	i		
158.42	21.953	i		
178.39	21.050	i		
198.87	20.241	i		
218.42	19.266	i		
238.31	18.247	i		
258.83	17.328	i		
278.03	16.363	i		
297.41	15.195	i		
22.158	19.017	j		
29.576	20.200	j		
32.467	21.627	j		
34.627	21.075	j		
35.276	21.364	j		
36.627	21.211	j		
39.962	21.311	j		
43.900	21.794	j		
50.267	21.235	j		
57.421	21.475	j		
60.105	21.392	j		
62.744	21.670	j		
70.102	21.317	j		
81.578	20.932	j		
95.241	20.236	j		
120.17	19.099	j		
37.034	21.741	k		
52.094	21.875	k		
60.487	21.753	k		
63.258	21.802	k		
79.699	20.738	k		
80.437	20.909	k		
89.987	20.503	k		
105.67	19.366	k		
111.22	19.250	k		
140.12	17.864	k		
151.53	17.451	k		
191.60	16.096	k		
195.12	16.099	k		
240.79	14.951	k		
241.03	14.885	k		
284.34	14.030	k		
293.01	13.861	k		
342.75	13.038	k		
800.00	8.8070	l		
1000.0	7.7095	l		
1200.0	6.8808	l		
1400.0	6.2267	l		
1600.0	5.7026	l		
1800.0	5.2681	l		
2000.0	4.9052	l		
2200.0	4.5917	l		
2400.0	4.3215	l		
2600.0	4.0850	l		
2800.0	3.8767	l		
3000.0	3.6908	l		
3200.0	3.5241	l		
3400.0	3.3732	l		
3600.0	3.2370	l		
3800.0	3.1116	l		
4000.0	2.9987	l		
4200.0	2.8943	l		
4400.0	2.7980	l		
4600.0	2.7089	l		
4800.0	2.6255	l		
5000.0	2.5480	l		
5200.0	2.4755	l		
5400.0	2.4074	l		
5600.0	2.3433	l		
5800.0	2.2833	l		
6000.0	2.2264	l		
6200.0	2.1726	l		
6400.0	2.1220	l		
3000.0	3.7033	m		
3500.0	3.2970	m		
4000.0	2.9942	m		
4500.0	2.7640	m		
5000.0	2.5637	m		
5500.0	2.3729	m		
6000.0	2.2215	m		
6500.0	2.0956	m		
7000.0	1.9858	m		
7500.0	1.8703	m		
8000.0	1.7937	m		
8500.0	1.7139	m		
9000.0	1.6449	m		
2000.0	4.9057	n		
2500.0	4.2046	n		
3000.0	3.6966	n		
3500.0	3.3100	n		
4000.0	3.0045	n		
4500.0	2.7563	n		
5000.0	2.5503	n		
5500.0	2.3760	n		
6000.0	2.2268	n		
6500.0	2.0969	n		
7000.0	1.9831	n		
7500.0	1.8824	n		
8000.0	1.7923	n		
8500.0	1.7117	n		
9000.0	1.6387	n		
9500.0	1.5719	n		
10000	1.5114	n		
11000	1.4044	n		
12000	1.3130	n		
13000	1.2341	n		
14000	1.1647	n		
15000	1.1038	n		
16000	1.0496	n		
17000	1.0012	n		
18000	0.95730	n		
19000	0.91740	n		
20000	0.88110	n		
23000	0.78930	n		
27000	0.69570	n		
31000	0.62400	n		
2250.0	4.5639	o		
2500.0	4.2400	o		
2750.0	3.9654	o		
3000.0	3.7284	o		
3250.0	3.5215	o		
3500.0	3.3396	o		
3750.0	3.1779	o		
4000.0	3.0336	o		
4250.0	2.9037	o		
4500.0	2.7859	o		
4750.0	2.6779	o		
5000.0	2.5789	o		
5500.0	2.4033	o		
6000.0	2.2524	o		
6500.0	2.1207	o		
7000.0	2.0051	o		
7500.0	1.9030	o		
8000.0	1.8116	o		
8500.0	1.7296	o		
9000.0	1.6557	o		
9500.0	1.5880	o		
10000	1.5271	o		
11000	1.4187	o		
12000	1.3260	o		
13000	1.2462	o		
14000	1.1764	o		
15000	1.1150	o		
16000	1.0603	o		
17000	1.0115	o		
18000	0.96720	o		
1591.5	5.7309	p		
1615.3	5.7052	p		
1994.0	4.9726	p		
2038.4	4.8491	p		
2059.2	4.8257	p		
2471.0	4.2616	p		
2492.9	4.3036	p		
2529.3	4.1702	p		
3018.8	3.6999	p		
3039.5	3.6721	p		
3051.5	3.6997	p		
3551.0	3.3160	p		
3577.7	3.2670	p		
4135.0	2.9728	p		
4151.8	2.9528	p		
4187.5	2.9359	p		
4194.4	2.8926	p		
4434.5	2.8378	p		
4519.7	2.7619	p		
2250.0	4.5657	q		
2500.0	4.2413	q		
2750.0	3.9654	q		
3000.0	3.7266	q		
3250.0	3.5192	q		
3500.0	3.3378	q		
3750.0	3.1779	q		
4000.0	3.0354	q		
4250.0	2.9051	q		
4500.0	2.7868	q		
4750.0	2.6788	q		
5000.0	2.5798	q		
5250.0	2.4889	q		
5500.0	2.4047	q		
5750.0	2.3263	q		
6000.0	2.2537	q		
6500.0	2.1225	q		
7000.0	2.0073	q		
7500.0	1.9048	q		
8000.0	1.8129	q		
8500.0	1.7309	q		
9000.0	1.6561	q		
9500.0	1.5885	q		
10000	1.5267	q		
10500	1.4702	q		
11000	1.4183	q		
11500	1.3699	q		
12000	1.3251	q		
7000.0	1.9540	r		
6500.0	2.0978	s		
368.00	11.289	t		
387.00	11.199	t		
681.00	8.1530	t		
695.00	8.2874	t		
1005.0	7.4810	t		
1016.0	7.0331	t		
1020.0	6.7195	t		
1025.0	7.3466	t		
1270.0	6.0475	t		
1281.0	6.2267	t		
1986.0	4.4797	t		
1993.0	4.3901	t		
1993.0	4.4797	t		
1994.0	4.7036	t		
749.71	9.4136	u		
750.51	9.1386	u		
1046.3	7.7252	u		
1046.8	7.5183	u		
1325.7	6.5754	u		
1349.3	6.3835	u		
1624.0	5.6583	u		
1643.9	5.5660	u		
1908.2	5.0897	u		
1923.6	5.0192	u		
2212.4	4.5970	u		
2222.8	4.6592	u		
