0.09366	14.20021	B	Dib15b	A. Dib et al, Nucl. Instrum. Methods B362, 172 (2015)	
0.09548	15.54981	B			
0.09694	15.45431	B			
0.09946	15.83302	B			
0.10142	15.50766	B			
0.10282	15.99488	B			
0.10472	16.01332	B			
0.10563	16.75438	B			
0.1073	15.97388	B			
0.10917	16.78088	B			
0.11037	15.56989	B			
0.11196	16.63204	B			
0.11319	16.93200	B			
0.11511	16.50635	B			
0.11631	17.00148	B			
0.11709	17.05810	B			
0.11911	17.95610	B			
0.12061	16.53450	B			
0.1218	18.26382	B			
0.1234	17.46847	B			
0.12487	17.91445	B			
0.12596	17.49262	B			
0.1278	17.63223	B			
0.12898	17.70641	B			
0.13049	18.65648	B			
0.13244	17.34940	B			
0.13331	17.38836	B			
0.13488	17.10695	B			
0.13638	18.76010	B			
0.13767	18.19550	B			
0.13894	18.78351	B			
0.1406	19.08231	B			
0.14344	18.19038	B			
0.14499	19.50020	B			
0.1457	19.52451	B			
0.14749	19.87544	B			
0.15049	19.24620	B			
0.15163	19.10652	B			
0.15321	19.58807	B			
0.15456	19.88397	B			
0.15767	19.60191	B			
0.15881	18.93098	B			
0.1604	20.10539	B			
0.16152	19.67225	B			
0.16276	20.40696	B			
0.16349	20.28473	B			
0.16537	20.59797	B			
0.1669	20.47092	B			
0.16823	19.35891	B			
0.16977	19.61248	B			
0.17124	20.10722	B			
0.17225	20.45468	B			
0.17307	21.05802	B			
0.17542	21.39069	B			
0.17655	21.33366	B			
0.17812	20.66345	B			
0.17926	21.84666	B			
0.18034	21.34276	B			
0.18145	21.39240	B			
0.18266	21.26363	B			
0.18421	21.53436	B			
0.18573	21.70283	B			
0.18814	22.35045	B			
0.18964	21.62621	B			
0.19152	22.60754	B			
0.19229	22.03959	B			
0.19403	21.56483	B			
0.19535	23.05339	B			
0.19637	21.95998	B			
0.1978	22.28048	B			
0.19897	22.11033	B			
0.20026	22.75651	B			
0.20146	22.76273	B			
0.20257	22.82785	B			
0.20486	22.78514	B			
0.20592	22.82849	B			
0.20787	23.17304	B			
0.20903	22.51746	B			
0.21066	23.51972	B			
0.21162	23.80764	B			
0.21324	23.33007	B			
0.21476	22.44299	B			
0.21641	23.09896	B			
0.21733	23.76255	B			
0.21844	24.26014	B			
0.21922	23.46696	B			
0.22083	23.96882	B			
0.22196	23.97012	B			
0.22301	23.72824	B			
0.22407	23.04770	B			
0.22545	23.28488	B			
0.22689	23.84185	B			
0.22838	24.30432	B			
0.22988	24.88201	B			
0.23115	24.02829	B			
0.23135	23.47617	B			
0.23366	24.64693	B			
0.23465	23.57736	B			
0.23585	24.52209	B			
0.23704	23.22678	B			
0.23741	24.17314	B			
0.23951	23.43105	B			
0.24296	24.80296	B			
0.24495	24.51165	B			
0.24608	23.99586	B			
0.24656	23.69156	B			
0.24965	23.76814	B			
0.25067	25.00209	B			
0.25426	24.56365	B			
0.25582	25.09821	B			
0.25668	23.98896	B			
0.25762	24.02857	B			
0.25964	23.91127	B			
0.26162	25.55439	B			
0.2652	25.03775	B			
0.26663	24.64658	B			
0.26769	25.13254	B			
0.27132	25.60611	B			
0.27258	25.61367	B			
0.27379	25.96492	B			
0.27597	24.30678	B			
0.2771	25.56621	B			
0.27873	25.58639	B			
0.27997	26.09399	B			
0.28041	25.78595	B			
0.28155	25.86284	B			
0.28262	24.96049	B			
0.28429	24.59428	B			
0.2857	25.75197	B			
0.2873	24.94218	B			
0.28772	25.61927	B			
0.28962	24.21703	B			
0.2928	25.91620	B			
0.29478	25.81547	B			
0.29572	25.27372	B			
0.30041	24.58854	B			
0.30388	24.57242	B			
0.3063	25.47473	B			
0.30809	25.03170	B			
0.30835	24.89356	B			
0.3108	24.91141	B			
0.31075	26.25369	B			
0.3114	24.99932	B			
0.31456	25.30615	B			
0.3173	26.51859	B			
0.32047	24.70020	B			
0.32229	26.14180	B			
0.32338	26.63290	B			
0.32425	24.74749	B			
0.32611	26.13617	B			
0.32587	25.03625	B			
0.327	25.10979	B			
0.32868	26.58811	B			
0.33172	25.20230	B			
0.33212	26.40713	B			
0.33336	26.40638	B			
0.33542	25.01923	B			
0.3361	24.63949	B			
0.33744	25.52140	B			
0.34494	26.49938	B			
0.34571	26.18434	B			
0.3477	25.89974	B			
0.34908	25.84168	B			
0.35035	25.33755	B			
0.35183	26.69256	B			
0.35269	25.32089	B			
0.35276	25.16858	B			
0.3541	25.20048	B			
0.35617	24.90980	B			
0.35618	26.08170	B			
0.35807	25.71762	B			
0.35917	25.48885	B			
0.36005	25.51134	B			
0.36069	25.88410	B			
0.36301	24.89863	B			
0.36499	26.07809	B			
0.36737	25.63874	B			
0.36876	26.47856	B			
0.3773	25.95295	B			
0.37816	24.57327	B			
0.38112	25.37578	B			
0.38365	25.37297	B			
0.39075	25.40418	B			
0.39183	25.35776	B			
0.39273	24.95352	B			
0.39397	25.10919	B			
0.39438	25.21596	B			
0.39528	25.50868	B			
0.39859	25.88983	B			
0.39906	24.84793	B			
0.40162	25.23503	B			
0.4024	25.16929	B			
0.40216	26.16977	B			
0.40505	26.28250	B			
0.40989	26.36637	B			
0.41033	26.06015	B			
0.41202	24.83376	B			
0.41211	24.42953	B			
0.41318	25.97878	B			
0.41267	25.40987	B			
0.41788	26.16999	B			
0.41849	25.87233	B			
0.42185	25.80776	B			
0.42499	26.14290	B			
0.42526	25.77612	B			
0.43191	25.81512	B			
0.43195	24.62493	B			
0.43499	25.33163	B			
0.43835	25.23341	B			
0.44072	24.80921	B			
0.44229	25.72947	B			
0.44603	24.41591	B			
0.44665	25.08525	B			
0.45075	24.92713	B			
0.45534	25.62000	B			
0.45567	25.56896	B			
0.45813	25.15579	B			
0.4601	24.42369	B			
0.46129	25.37921	B			
0.46475	25.50592	B			
0.46756	24.81730	B			
0.46718	23.68582	B			
0.47026	24.71937	B			
0.46934	23.94925	B			
0.47493	24.08512	B			
0.4747	25.39225	B			
0.48107	24.76447	B			
0.4855	23.24777	B			
