0.3807143	20.2  	A	Rä90	Rä90 E.Rauhala and J.Räisänen, Phys.Rev. B 42,3877 (1990) 
0.4096429	20.65 	A	--	--
0.4407143	20.91 	A	--	--
0.4725	21.1  	A	--	--
0.5053571	21.19 	A	--	--
0.5357143	21.56 	A	--	--
0.57	      21.53 	A	--	--
0.6028571	21.6	      A	--	--
0.6364285	21.66 	A	--	--
0.6707143	21.6  	A	--	--
0.7053571	21.5  	A	--	--
0.7403571	21.32 	A	--	--
0.7742857	21.25  	A	--	--
0.8071429	21.27	      A	--	--
0.8425	21.1	      A	--	--
0.8778571	20.78	      A	--	--
0.14658	14.373	B	Amm11	H.Ammi et al, Nucl. Instrum. Methods B 269, 386 (2011)
0.16688	15.27849	B	--	--
0.18416	15.89946	B	--	--
0.19864	16.69037	B	--	--
0.21811	18.02231	B	--	--
0.23431	18.16731	B	--	--
0.24584	18.26605	B	--	--
0.2643	18.47032	B	--	--
0.274	      19.45938	B	--	--
0.29046	19.04745	B	--	--
0.29935	18.76619	B	--	--
0.31472	18.94938	B	--	--
0.32294	19.03529	B	--	--
0.34024	19.12032	B	--	--
0.34948	19.14293	B	--	--
0.35912	19.14447	B	--	--
0.36923	19.11365	B	--	--
0.38785	19.67837	B	--	--
0.3992	19.60654	B	--	--
0.40797	20.24412	B	--	--
0.42025	20.14436	B	--	--
0.43665	19.16892	B	--	--
0.43951	21.51986	B	--	--
1.56	      18.3	      C	Chk11	Chelirine et al, Nucl. Instrum. Methods B 269, 3046 (2011)
1.91	      17.4  	C	--	--
2.26  	16.5  	C	--	--
2.44  	16    	C	--	--
2.63  	15.6  	C	--	--
3.02  	14.8  	C	--	--
3.35  	14    	C	--	--
3.74  	13.3  	C	--	--
4.09  	12.7  	C	--	--
0.14944	14.7742	D	Dib15b 	 Dib et al, Nucl. Instrum. Methods B 362, 172 (2015)
0.15032	14.82431	D	--	--
0.15098	14.68333	D	--	--
0.15357	14.94054	D	--	--
0.15537	15.07431	D	--	--
0.15708	15.21503	D	--	--
0.15906	15.18682	D	--	--
0.16087	15.32688	D	--	--
0.16289	15.36218	D	--	--
0.16448	15.59234	D	--	--
0.16666	15.63834	D	--	--
0.16803	15.60031	D	--	--
0.17004	15.67845	D	--	--
0.17059	15.53296	D	--	--
0.17318	15.88063	D	--	--
0.17602	16.06152	D	--	--
0.1774	16.15069	D	--	--
0.17814	16.14364	D	--	--
0.17973	16.12782	D	--	--
0.18246	16.28905	D	--	--
0.18345	16.40334	D	--	--
0.1846	16.22193	D	--	--
0.18661	16.39362	D	--	--
0.18866	16.58261	D	--	--
0.18994	16.45479	D	--	--
0.1924	16.77281	D	--	--
0.19445	16.98446	D	--	--
0.19578	16.72261	D	--	--
0.19626	16.63488	D	--	--
0.19904	16.89041	D	--	--
0.20015	16.95606	D	--	--
0.20174	16.9767	D	--	--
0.20351	17.14841	D	--	--
0.20586	17.34026	D	--	--
0.20712	17.40474	D	--	--
0.20852	17.21703	D	--	--
0.20938	17.17189	D	--	--
0.21063	17.30114	D	--	--
0.21333	17.56366	D	--	--
0.21362	17.34924	D	--	--
0.21605	17.42835	D	--	--
0.21817	17.6459	D	--	--
0.21933	17.59022	D	--	--
0.2202	17.50458	D	--	--
0.22264	17.87099	D	--	--
0.22704	18.03591	D	--	--
0.22696	17.7493	D	--	--
0.22869	17.85919	D	--	--
0.2308	18.13539	D	--	--
0.23159	18.13152	D	--	--
0.23253	17.93937	D	--	--
0.23346	17.78558	D	--	--
0.2365	18.08503	D	--	--
0.23668	17.78796	D	--	--
0.23884	17.99964	D	--	--
0.23964	17.97905	D	--	--
0.24203	18.40376	D	--	--
0.24318	18.15591	D	--	--
0.24438	18.17511	D	--	--
0.24642	18.2187	D	--	--
0.24794	18.42071	D	--	--
0.25069	18.76539	D	--	--
0.24857	18.00629	D	--	--
0.25337	18.83387	D	--	--
0.25281	18.36254	D	--	--
0.25535	18.62681	D	--	--
0.25612	18.6854	D	--	--
0.25732	18.5876	D	--	--
0.25998	18.79373	D	--	--
0.26128	18.75147	D	--	--
0.26165	18.60214	D	--	--
0.26496	18.92767	D	--	--
0.26637	19.08667	D	--	--
0.2665	18.77479	D	--	--
0.2674	18.6752	D	--	--
0.26948	18.87724	D	--	--
0.27083	18.95448	D	--	--
0.27023	18.52606	D	--	--
0.27172	18.62519	D	--	--
0.27428	18.8416	D	--	--
0.27578	19.04126	D	--	--
0.2778	18.8352	D	--	--
0.27827	18.60793	D	--	--
0.28195	19.20571	D	--	--
0.28082	18.93779	D	--	--
0.28591	19.50694	D	--	--
0.28561	18.98818	D	--	--
0.28738	19.09307	D	--	--
0.28737	18.92465	D	--	--
0.28973	19.27071	D	--	--
0.28925	18.89595	D	--	--
0.29136	19.06407	D	--	--
0.29372	19.35338	D	--	--
0.29528	19.45401	D	--	--
0.2954	19.15652	D	--	--
0.29659	19.14222	D	--	--
0.29817	19.22719	D	--	--
0.3	      19.34977	D	--	--
0.30063	19.20014	D	--	--
0.30278	19.32323	D	--	--
0.30426	19.58426	D	--	--
0.30627	19.62016	D	--	--
0.30731	19.5323	D	--	--
0.3078	19.45443	D	--	--
0.30933	19.41138	D	--	--
0.30944	19.42882	D	--	--
0.31174	19.41091	D	--	--
0.31427	19.61282	D	--	--
0.31353	19.46089	D	--	--
0.31491	19.47756	D	--	--
0.31696	19.46928	D	--	--
0.31763	19.30924	D	--	--
0.31753	19.14336	D	--	--
0.32117	19.40089	D	--	--
0.3218	19.42971	D	--	--
0.32202	19.35542	D	--	--
0.32561	19.6528	D	--	--
0.32467	19.24833	D	--	--
0.32545	19.26539	D	--	--
0.32812	19.58768	D	--	--
0.32863	19.40248	D	--	--
0.33076	19.68934	D	--	--
