0.1621	10.6341	A	Dib15b	Dib et al, Nucl. Instrum. Methods B 362, 172 (2015)	
0.1639	10.7131	A	--	--	
0.1674	10.9172	A	--	--	
0.1701	11.0375	A	--	--	
0.1727	11.0628	A	--	--	
0.1753	11.1763	A	--	--	
0.178	11.3216	A	--	--	
0.1811	11.486	A	--	--	
0.1849	11.6914	A	--	--	
0.1864	11.6563	A	--	--	
0.19	11.8075	A	--	--	
0.1931	12.061	A	--	--	
0.2046	12.2707	A	--	--	
0.2087	12.2857	A	--	--	
0.2115	12.3249	A	--	--	
0.2135	12.3685	A	--	--	
0.2186	12.4434	A	--	--	
0.2203	12.5116	A	--	--	
0.2219	12.4596	A	--	--	
0.2246	12.5373	A	--	--	
0.2267	12.5595	A	--	--	
0.2289	12.5344	A	--	--	
0.2358	12.7531	A	--	--	
0.2373	12.6971	A	--	--	
0.2391	12.6957	A	--	--	
0.2417	12.7984	A	--	--	
0.2434	12.7083	A	--	--	
0.2485	12.8626	A	--	--	
0.2502	12.8324	A	--	--	
0.2529	13.0015	A	--	--	
0.2547	12.9177	A	--	--	
0.2592	13.1026	A	--	--	
0.2606	13.0288	A	--	--	
0.2629	13.013	A	--	--	
0.2647	13.0442	A	--	--	
0.2689	12.9881	A	--	--	
0.2754	13.1528	A	--	--	
0.2769	13.0491	A	--	--	
0.2786	13.0953	A	--	--	
0.2809	13.1221	A	--	--	
0.2834	13.2566	A	--	--	
0.2841	13.0602	A	--	--	
0.2863	13.0599	A	--	--	
0.2906	13.2969	A	--	--	
0.2923	13.1844	A	--	--	
0.294	13.2573	A	--	--	
0.2955	13.1666	A	--	--	
0.2988	13.1252	A	--	--	
0.3017	13.2333	A	--	--	
0.3029	13.1289	A	--	--	
0.3073	13.2715	A	--	--	
0.3104	13.2566	A	--	--	
0.3112	13.2938	A	--	--	
0.3128	13.2269	A	--	--	
0.3181	13.4213	A	--	--	
0.3222	13.3535	A	--	--	
0.3254	13.2083	A	--	--	
0.3293	13.2388	A	--	--	
0.3342	13.3787	A	--	--	
0.3391	13.3097	A	--	--	
0.3406	13.2585	A	--	--	
0.3414	13.2426	A	--	--	
0.3434	13.2269	A	--	--	
0.3473	13.2633	A	--	--	
0.3504	13.2337	A	--	--	
0.3527	13.2901	A	--	--	
0.355	13.2906	A	--	--	
0.3573	13.4336	A	--	--	
0.3578	13.3454	A	--	--	
0.3592	13.1819	A	--	--	
0.3607	13.1329	A	--	--	
0.3648	13.1919	A	--	--	
0.3652	13.1487	A	--	--	
0.3674	13.1433	A	--	--	
0.3702	13.3373	A	--	--	
0.3714	13.1813	A	--	--	
0.3749	13.3279	A	--	--	
0.3774	13.3477	A	--	--	
0.3779	13.2651	A	--	--	
0.3796	13.2858	A	--	--	
0.3811	13.1475	A	--	--	
0.3831	13.2414	A	--	--	
0.3867	13.0622	A	--	--	
0.3881	13.0729	A	--	--	
0.3903	13.0437	A	--	--	
0.392	13.0006	A	--	--	
0.3938	13.0582	A	--	--	
0.3954	13.028	A	--	--	
0.3976	12.9903	A	--	--	
0.3984	12.9634	A	--	--	
0.4003	12.9715	A	--	--	
0.4025	13.0436	A	--	--	
0.4031	12.8691	A	--	--	
0.4068	12.9364	A	--	--	
0.4106	13.0615	A	--	--	
0.4125	13.147	A	--	--	
0.4139	13.108	A	--	--	
0.4151	12.873	A	--	--	
0.4155	12.7814	A	--	--	
0.418	12.8666	A	--	--	
0.4218	12.976	A	--	--	
0.4236	12.8116	A	--	--	
0.4252	12.7949	A	--	--	
0.4276	12.7384	A	--	--	
0.4282	12.7078	A	--	--	
0.4308	12.7555	A	--	--	
0.4318	12.7079	A	--	--	
0.4343	12.8987	A	--	--	
0.4353	12.5986	A	--	--	
0.437	12.7999	A	--	--	
0.4403	12.5823	A	--	--	
0.4433	12.8888	A	--	--	
0.4434	12.5484	A	--	--	
0.4481	12.7055	A	--	--	
0.4504	12.8251	A	--	--	
0.4511	12.5577	A	--	--	
0.4543	12.5404	A	--	--	
0.4559	12.613	A	--	--	
0.456	12.6121	A	--	--	
0.4609	12.7435	A	--	--	
0.4638	12.6663	A	--	--	
0.4648	12.5532	A	--	--	
0.4658	12.4721	A	--	--	
0.4678	12.643	A	--	--	
0.4692	12.5716	A	--	--	
0.4711	12.6254	A	--	--	
0.4719	12.4101	A	--	--	
0.4737	12.658	A	--	--	
0.475	12.3994	A	--	--	
0.4781	12.628	A	--	--	
0.4785	12.2984	A	--	--	
0.4814	12.419	A	--	--	
0.4831	12.3349	A	--	--	
0.4841	12.2877	A	--	--	
0.4869	12.3272	A	--	--	
0.4894	12.4861	A	--	--	
0.4905	12.4853	A	--	--	
0.4905	12.2599	A	--	--	
0.4945	12.402	A	--	--	
0.4958	12.3082	A	--	--	
0.4986	12.2878	A	--	--	
0.5004	12.399	A	--	--	
0.5024	12.1082	A	--	--	
0.504	12.0356	A	--	--	
0.5069	12.2582	A	--	--	
0.16548	11.18225	B	Amm11	 H. Ammi et al, Nucl. Instrum. Methods B269, 386 (2011)	
0.18767	11.59644	B	--	--	
0.2153	12.65541	B	--	--	
0.2341	12.32444	B	--	--	
0.25559	12.83648	B	--	--	
0.27667	12.73789	B	--	--	
0.29571	13.28194	B	--	--	
0.31446	12.85813	B	--	--	
0.33562	13.67509	B	--	--	
0.34918	12.99144	B	--	--	
0.36886	12.97712	B	--	--	
0.38217	12.49436	B	--	--	
0.40187	12.81579	B	--	--	
0.41394	12.71495	B	--	--	
0.4301	12.01925	B	--	--	
0.44995	12.85005	B	--	--	
0.46438	12.65452	B	--	--	
0.47956	12.41519	B	--	--	
0.49555	12.13194	B	--	--	
0.51243	11.7954		B	--	--	
0.5251	12.23297	B	--	--	
0.53824	12.68941	B	--	--	
0.55741	12.28101	B	--	--	
0.56313	11.35815	B	--	--	
2.48	7.67		C	Chk11  	Chekirine et al, Nucl. Instr. Meth. Phys. Res. B 269, 3046 (2011)  	
3.02	7.44		C			
3.56	6.58		C			
4.08	6.11		C			
4.62	5.6		C			
5.13	5.18		C			
