0.5125	3.210	A	;Zh98b;	
0.4800	3.240	A		
0.4458	3.290	A		
0.4000	3.300	A		
0.3742	3.270	A		
0.3475	3.270	A		
0.3208	3.280	A		
0.2950	3.250	A		
0.2692	3.240	A		
0.2500	3.210	A		
0.2317	3.090	A		
0.2125	3.080	A		
0.1942	2.990	A		
0.1750	2.960	A		
0.1567	2.840	A		
0.1383	2.720	A		
0.1208	2.580	A		
0.1033	2.410	A		
0.08667	2.240	A		
0.07583	2.090	A		
0.06500	1.930	A		
0.05417	1.770	A		
0.04417	1.560	A		
0.03417	1.310	A		
0.02500	0.7029	B	;Pt76	5%
