;Bae87,Umrechnung von (eV/(10**15 at/cm**2)) in (MeV/(mg/cm**2))
;mit Faktor (0.60221/12.011) multipliziert; Fehler: 10%
;Bild mit Scanner und Programm digitize digitalisiert
9.9367E-2	5.3828E0
9.9762E-2	5.4019E0
1.0054E-1	5.4014E0
1.0093E-1	5.4014E0
1.0331E-1	5.4575E0
1.0331E-1	5.4575E0
1.0732E-1	5.5127E0
1.0732E-1	5.5127E0
1.1017E-1	5.5498E0
1.1017E-1	5.5498E0
1.1141E-1	5.5683E0
1.1141E-1	5.5683E0
1.1557E-1	5.6235E0
1.1557E-1	5.6235E0
1.1598E-1	5.6034E0
1.1938E-1	5.6792E0
1.1853E-1	5.6601E0
1.1853E-1	5.6601E0
1.2238E-1	5.6766E0
1.2369E-1	5.7343E0
1.2239E-1	5.7158E0
1.2239E-1	5.7158E0
1.263E-1	5.7323E0
1.2763E-1	5.7704E0
1.3029E-1	5.788E0
1.3163E-1	5.8065E0
1.3525E-1	5.8622E0
1.3525E-1	5.8622E0
1.366E-1	5.8421E0
1.3891E-1	5.8988E0
1.4029E-1	5.8978E0
1.4215E-1	5.9354E0
1.4401E-1	5.9344E0
1.4731E-1	5.971E0
1.4826E-1	5.9705E0
1.5113E-1	6.0076E0
1.5209E-1	6.0261E0
1.5549E-1	6.0632E0
1.5646E-1	6.0622E0
1.599E-1	6.0993E0
1.6337E-1	6.1164E0
1.6437E-1	6.1354E0
1.6739E-1	6.153E0
1.6992E-1	6.1705E0
1.7248E-1	6.2081E0
1.7402E-1	6.2071E0
1.7712E-1	6.2247E0
1.7817E-1	6.2633E0
1.8235E-1	6.2608E0
1.8341E-1	6.2793E0
1.8766E-1	6.2964E0
1.8874E-1	6.3154E0
1.9196E-1	6.333E0
1.9304E-1	6.3325E0
1.9741E-1	6.3686E0
2.1078E-1	6.4392E0
2.1192E-1	6.4578E0
2.0628E-1	6.4222E0
2.0908E-1	6.4207E0
2.1648E-1	6.4748E0
2.1879E-1	6.4929E0
2.2052E-1	6.4924E0
2.2169E-1	6.5109E0
2.246E-1	6.529E0
2.2695E-1	6.547E0
2.299E-1	6.5651E0
2.3225E-1	6.5445E0
2.3643E-1	6.5616E0
2.3703E-1	6.5616E0
2.3944E-1	6.5796E0
2.4185E-1	6.5786E0
2.4611E-1	6.5761E0
2.4795E-1	6.5947E0
2.5104E-1	6.6323E0
2.5352E-1	6.6308E0
2.5661E-1	6.6102E0
2.585E-1	6.6288E0
2.6289E-1	6.6263E0
2.648E-1	6.6448E0
2.6925E-1	6.6428E0
2.7376E-1	6.6794E0
2.7697E-1	6.6584E0
2.7957E-1	6.6574E0
2.8218E-1	6.6563E0
2.9141E-1	6.6714E0
2.9275E-1	6.6899E0
2.9742E-1	6.6684E0
3.035E-1	6.6854E0
3.0418E-1	6.6849E0
3.0894E-1	6.6829E0
3.0962E-1	6.6634E0
3.1375E-1	6.6809E0
3.1513E-1	6.6799E0
3.1929E-1	6.6784E0
3.2068E-1	6.6779E0
3.2417E-1	6.6764E0
3.2629E-1	6.695E0
3.3121E-1	6.6734E0
3.3405E-1	6.6719E0
3.3619E-1	6.6709E0
3.3905E-1	6.6699E0
3.4264E-1	6.6684E0
3.4697E-1	6.6664E0
3.5134E-1	6.6649E0
3.5206E-1	6.6644E0
3.5498E-1	6.6438E0
3.5865E-1	6.6423E0
3.6087E-1	6.6413E0
3.6383E-1	6.6403E0
3.683E-1	6.6383E0
3.7128E-1	6.6177E0
3.7579E-1	6.6157E0
3.7804E-1	6.5957E0
3.8032E-1	6.5947E0
3.8183E-1	6.5942E0
3.8488E-1	6.5927E0
3.8794E-1	6.5917E0
3.9255E-1	6.5897E0
3.9564E-1	6.5887E0
4.003E-1	6.5867E0
4.0262E-1	6.5661E0
4.0654E-1	6.5646E0
4.0968E-1	6.5636E0
4.1359E-1	6.5039E0
4.1677E-1	6.522E0
4.2235E-1	6.52E0
4.2556E-1	6.5185E0
4.3118E-1	6.4969E0
4.328E-1	6.4964E0
4.3361E-1	6.4964E0
4.3765E-1	6.4753E0
4.4255E-1	6.4733E0
4.4827E-1	6.4322E0
4.4995E-1	6.4708E0
4.5324E-1	6.4503E0
4.5656E-1	6.4488E0
4.6155E-1	6.4277E0
4.6572E-1	6.4067E0
4.7077E-1	6.4047E0
4.7162E-1	6.4047E0
4.8011E-1	6.4016E0
4.8352E-1	6.4001E0
4.8694E-1	6.3796E0
4.9125E-1	6.3976E0
4.9383E-1	6.3771E0
4.9988E-1	6.3555E0
