0.1447	7.5615	A	Dib15b	Dib et al, Nucl Instr Meth B 362, 172 (2015)
0.1478	7.4867	A		
0.1545	7.7233	A		
0.1576	7.6566	A		
0.1609	7.7575	A		
0.1641	7.7252	A		
0.1675	7.7702	A		
0.1708	7.9373	A		
0.174	7.8684	A		
0.1778	8.147	A		
0.1803	8.0753	A		
0.1836	8.1926	A		
0.1867	8.1218	A		
0.19	8.2025	A		
0.1931	8.2714	A		
0.196	8.365	A		
0.1995	8.2132	A		
0.2025	8.2842	A		
0.2061	8.3256	A		
0.2085	8.525	A		
0.2146	8.4868	A		
0.2178	8.5838	A		
0.2239	8.4858	A		
0.227	8.5677	A		
0.229	8.51	A		
0.2422	8.4074	A		
0.245	8.451	A		
0.2573	8.3974	A		
0.2596	8.4927	A		
0.2651	8.4289	A		
0.2737	8.5259	A		
0.2764	8.421	A		
0.2792	8.5246	A		
0.2822	8.4715	A		
0.2854	8.5364	A		
0.2907	8.4682	A		
0.2937	8.4025	A		
0.2969	8.3834	A		
0.2997	8.4232	A		
0.302	8.3975	A		
0.3048	8.402	A		
0.307	8.5915	A		
0.3161	8.4429	A		
0.3206	8.4379	A		
0.3267	8.5624	A		
0.3289	8.2628	A		
0.3329	8.2515	A		
0.3342	8.4007	A		
0.3372	8.4001	A		
0.3424	8.4973	A		
0.345	8.3466	A		
0.3492	8.4419	A		
0.3506	8.4136	A		
0.3531	8.4853	A		
0.357	8.5109	A		
0.3624	8.0879	A		
0.3656	8.3393	A		
0.3698	8.2316	A		
0.3715	8.1601	A		
0.3806	8.2593	A		
0.3827	8.37	A		
0.3874	8.2718	A		
0.3903	8.2127	A		
0.3974	7.8867	A		
0.4006	8.2135	A		
0.4044	7.9448	A		
0.4111	8.1393	A		
0.4136	7.6945	A		
0.4166	7.9609	A		
0.4182	8.1765	A		
0.4223	8.0537	A		
0.4276	7.5956	A		
0.4292	7.8847	A		
0.4333	7.8315	A		
0.4358	7.4681	A		
0.4399	7.973	A		
0.4411	7.7762	A		
0.4482	7.5916	A		
0.4509	7.8714	A		
0.4541	7.4351	A		
0.4567	7.8199	A		
0.4699	7.3547	A		
