0.52951923     17.09	A
0.53855769      20.3	A
0.54644231     23.01	A
0.56076923     21.55	A
0.56961538     20.66	A
0.62754808     26.24	A
    0.6425     24.86	A
0.65149038     26.65	A
0.90826923     31.29	A
0.92447115     29.14	A
  0.934375     30.58	A
1.29216346     33.43	A
1.30865385     31.01	A
1.31899038     31.34	A
       2.5        36	A
         4      41.5	A
     201.8     15.56	B
     132.2     19.12	B
