4.9		37	A	
3.5		35	A
0.19519231      8.75	B
0.19908654      8.18	B
0.52168269     19.75	B
  0.531875     22.78	B
0.53341346     20.14	B
0.53889423     24.35	B
   0.54125     20.05	B
0.65379808     23.28	B
0.66033654     24.43	B
0.67144231     25.22	B
0.88975962     29.92	B
   0.89875     31.26	B
0.91346154     32.65	B
1.29793269     31.89	B
1.31456731     33.97	B
1.32461538        35	B
1.34086538     35.09	B
       2.5     34.09	B
         4        39	B
