0.09704	13.22927	A	Dib15b  Dib et al, Nucl. Instrum. Methods B362, 172 (2015)	
0.09896	14.16359	A		
0.10373	14.9948	A		
0.1056	15.92337	A		
0.11096	16.27654	A		
0.11227	15.74256	A		
0.1143	16.11238	A		
0.11556	15.62554	A		
0.11793	16.44156	A		
0.12095	17.31484	A		
0.12291	16.92936	A		
0.12466	16.16332	A		
0.12686	17.55374	A		
0.12802	17.35381	A		
0.12996	17.50186	A		
0.13164	17.90582	A		
0.13335	18.36858	A		
0.13466	18.17564	A		
0.13641	17.60244	A		
0.13793	18.17063	A		
0.1404	19.15737	A		
0.14178	18.52323	A		
0.14395	19.29037	A		
0.14485	18.50393	A		
0.1467	18.35292	A		
0.14861	19.54163	A		
0.14959	18.85763	A		
0.15229	19.4078	A		
0.1533	19.272	A		
0.15835	19.0874	A		
0.16043	20.09665	A		
0.1616	20.20362	A		
0.1663	19.60647	A		
0.16746	20.16615	A		
0.16922	19.12045	A		
0.17124	20.51653	A		
0.17255	20.19141	A		
0.17939	20.37192	A		
0.18126	20.48712	A		
0.18186	19.84422	A		
0.18379	20.1242	A		
0.18551	20.8988	A		
0.18915	21.25984	A		
0.19119	21.02039	A		
0.19135	20.85596	A		
0.19501	21.75766	A		
0.19572	21.27805	A		
0.19776	21.15373	A		
0.19916	20.74132	A		
0.20062	21.21951	A		
0.20343	21.61018	A		
0.20435	21.18555	A		
0.20589	21.91938	A		
0.20707	20.79519	A		
0.20925	22.45135	A		
0.2125	22.14241	A		
0.21388	22.39372	A		
0.21564	22.41686	A		
0.22118	22.52708	A		
0.22209	22.06075	A		
0.22492	22.18394	A		
0.22587	22.30439	A		
0.23002	22.68343	A		
0.23229	22.50267	A		
0.23379	21.54956	A		
0.23495	21.59918	A		
0.23632	21.69321	A		
0.2385	22.0443	A		
0.23913	22.1519	A		
0.2424	22.14141	A		
0.24508	22.57219	A		
0.24616	22.49199	A		
0.24718	22.21768	A		
0.25123	22.55023	A		
0.2526	22.57042	A		
0.25448	23.30624	A		
0.257		22.82279	A		
0.25845	23.56116	A		
0.26081	23.84704	A		
0.26148	24.13953	A		
0.2627	22.39661	A		
0.26403	22.97863	A		
0.26569	23.51323	A		
0.26838	22.5702	A		
0.27205	23.42331	A		
0.27218	24.0756	A		
0.2786	24.39091	A		
0.28282	22.88811	A		
0.2856	24.35433	A		
0.28668	23.50175	A		
0.29205	24.13268	A		
0.29282	23.7403	A		
0.29464	24.66423	A		
0.29604	23.70506	A		
0.30064	23.33242	A		
0.30296	24.64036	A		
0.30376	24.2594	A		
0.30696	24.89364	A		
0.31033	24.12321	A		
0.31134	25.08835	A		
0.32018	23.53729	A		
0.32452	24.91824	A		
0.32638	24.26585	A		
0.327		24.47815	A		
0.32895	25.19908	A		
0.33267	24.50589	A		
0.33509	24.89105	A		
0.33504	23.88303	A		
0.33945	24.21917	A		
0.3427	24.45771	A		
0.34507	23.68761	A		
0.34621	25.15656	A		
0.34866	24.99214	A		
0.36248	24.5588	A		
0.36345	23.49161	A		
0.36583	25.04623	A		
0.36848	24.77916	A		
0.37101	24.90732	A		
0.37176	25.23564	A		
0.37321	23.76471	A		
0.37402	24.9046	A		
0.38343	25.14018	A		
0.38785	24.22885	A		
0.39092	23.48752	A		
0.39219	24.81558	A		
0.39935	24.98581	A		
0.40426	23.44725	A		
0.40517	24.28368	A		
0.40726	25.01088	A		
0.40667	24.15539	A		
0.40776	24.1525	A		
0.41217	24.97433	A		
0.41687	23.78063	A		
0.41917	23.24542	A		
0.42144	23.61971	A		
0.42402	23.68051	A		
0.4264	24.95088	A		
0.43082	24.40925	A		
0.43283	23.50703	A		
0.4381	23.0429	A		
0.43847	24.11095	A		
0.44106	24.06465	A		
0.44248	23.89047	A		
0.44113	23.72773	A	
0.4502	22.51057	A		
0.45163	22.67777	A		
0.45469	23.85109	A		
0.45515	23.35894	A		
0.46635	23.13527	A		
0.46601	22.22849	A		
0.47042	23.42085	A		
0.47196	24.30844	A		
0.47292	22.91445	A		
0.47849	22.83884	A		
0.4824	24.07743	A		
0.48507	21.88861	A		
0.49347	21.68744	A		
0.49359	22.90725	A		
0.49409	23.99049	A		
0.50047	22.56522	A		
0.50997	23.6315	A		
0.51155	23.00808	A		
0.51582	23.62627	A		
0.51779	23.37333	A		
0.51744	21.58785	A		
0.52242	22.80041	A		
0.52387	21.75218	A		
0.52601	23.27971	A		
0.5297	21.62631	A		
0.54196	22.90253	A		
0.54802	22.6821	A		
0.54806	22.65514	A		
0.5544	21.73713	A		
