     0.025     1.423    A
     0.054     2.390	B
     0.071     2.581	B
     0.107     3.179	B
     0.143     3.585	B
     0.179     3.960	B
     0.214     4.215	B
     0.250     4.399	B
     0.286     4.513	B
     0.321     4.577	B
     0.357     4.628	B
     0.393     4.666	B
     0.429     4.704	B
     0.464     4.755	B
     0.500     4.800	B
     0.529     4.838	B
