E		SCS			Label		
55.0	55.442		A	Sor17
50.0	53.46406	A	--
45.0	51.30721	A	--
40.0	49.87385	A	--
37.5	47.65945	A	--
35.0	48.08211	A	--
32.5	47.46179	A	--
30.0	45.45148	A	--
25.0	43.10767	A	--
20.0	38.26614	A	--
17.5	35.73879	A	--
15.0	34.63438	A	--
10.0	28.86971	A	--
7.50	25.88221	A	--
6.25	23.77316	A	--
