407.8	94.0	A	Ch69
556.8	99.4	A	--
688.2	100.1	A	--
830.2	100.1	A	--
980.7	96.2	A	--
1139.6	94.5	A	--
1273.8	93.4	A	--
1420.2	89.5	A	--
1571.2	85.1	A	--
1729	82.0	A	--
1865.1	82.5	A	--
1955.9	79.6	A	--
5250	39.1608	B	Ht84
6210	34.9318	B	--
6730	34.086	B	--
7740	29.9415	B	--
8750	27.9962	B	--
9760	26.4737	B	--
10790	24.8667	B	--
11800	23.4288	B	--
28187	12.5983	C	Is77a
2000	70.7	D	Ch73
31.23	26.73	E	Me82b
41.7	30.15	E	--
50.94	33.97	E	--
60.18	36.58	E	--
71.27	39.8	E	--
81.13	43.02	E	--
90.37	45.83	E	--
101.46	48.24	E	--
111.31	50.05	E	--
120.55	52.66	E	--
131.64	55.08	E	--
142.11	57.09	E	--
151.97	59.10	E	--
159.98	61.11	E	--
180.92	64.32	E	--
201.25	66.93	E	--
222.2	70.35	E	--
240.06	72.16	E	--
260.39	74.37	E	--
281.33	75.18	E	--
299.82	75.78	E	--
320.76	76.98	E	--
205.59	71.77	F	Mor18 UJK
238.80	74.56	F	--
282.63	78.61	F	--
328.29	80.63	F	--
360.50	83.16	F	--
410.97	84.68	F	--
447.09	88.73	F	--
608.90	90.51	G	Mor18 USP
713.92	92.28	G	--
748.13	91.77	G	--
821.54	91.77	G	--
893.74	91.26	G	--
1018.9	87.21	G	--
1217.2	82.40	G	--
1454.1	78.35	G	--
1689.0	74.56	G	--
1961.9	67.47	G	--
2236.6	62.40	G	--
2433.1  59.62	G	--
2075.2	66.45	H	Mor18 UU
2906.7	53.54	H	
3313.7	50.00	H	
4226.7	42.15	H	
5096.9	39.62   H	
