Energy	SCS		l	ref		error
175.0	157.7	A	Li73	0.028
250.0	152.3	A	Li73	0.028
225.0	155.0	A	Li73	0.028
200.0	156.9	A	Li73	0.028
300.0	145.7	A	Li73	0.028
150.0	156.5	A	Li73	0.028
500.0	119.0	A	Li73	0.028
475.0	122.0	A	Li73	0.028
450.0	125.1	A	Li73	0.028
425.0	128.3	A	Li73	0.028
400.0	131.7	A	Li73	0.028
375.0	135.1	A	Li73	0.028
350.0	138.6	A	Li73	0.028
325.0	142.2	A	Li73	0.028
75.0	131.1	A	Li73	0.028
100.0	114.7	A	Li73	0.028
125.0	152.6	A	Li73	0.028
275.0	149.2	A	Li73	0.028
200.0	155.0	B	Kn80	0.03
250.0	141.0	B	Kn80	0.03
325.0	138.0	B	Kn80	0.03
400.0	123.0	B	Kn80	0.03
150.0	158.0	B	Kn80	0.03
500.0	115.0	B	Kn80	0.03
80.4	146.86	C	Kt83	0.15
57.5	140.02	C	Kt83	0.15
45.2	126.88	C	Kt83	0.15
32.6	97.5	C	Kt83	0.15
21.5	88.26	C	Kt83	0.15
9.96	63.01	C	Kt83	0.15
6000	28.2	D	Si84	0.03
4000	36.4	D	Si84	0.03
3000	44.0	D	Si84	0.03
2000	55.6	D	Si84	0.03
1000	81.2	D	Si84	0.03
1000	81.2	D	Si84	0.03
800.0	92.0	D	Si84	0.03
800.0	90.0	D	Si84	0.03
