1.82695	0.59291	A	Mik17a (GO1)	
1.77625	0.60507	A		
1.7282	0.61267	A		
1.67483	0.62635	A		
1.6241	0.63851	A		
1.57072	0.6522	A		
1.52003	0.66588	A		
1.4693	0.68412	A		
1.41593	0.69932	A		
1.16503	0.79966	B	Mik17a (GO2)	
1.21843	0.78598	B		
1.29315	0.74341	B		
1.3412	0.73885	B		
1.41593	0.69628	B		
1.47465	0.67956	B		
1.53603	0.65828	B		
1.58943	0.64155	B		
1.64813	0.62635	B		
