152.99	42.7794	A
175.08	49.297	A
210.45	49.8588	A
233.62	51.9029	A
262.22	51.106	A
297.13	53.5647	A
322.41	56.6941	A
364.55	58.6147	A
386.37	56.4588	A
413.89	60.132	A
415.3	64.0647	A
440.34	58.385	A
448.3	64.6235	A
491.65	61.532	A
508.92	68.4529	A
529.13	63.176	A
548.39	61.832	A
580.17	57.647	A
586.35	61.447	A
626.02	63.7735	A
669.15	61.626	A
725.45	63.691	A
761.34	62.085	A
772.62	64.3941	A
815.41	63.6029	A
871.95	64.7176	A
902.16	67.0382	A
1234.62	62.476	A
1299.21	59.6647	A
1368.33	57.671	A
1707.4	55.141	A
1781.22	53.285	A
1815.93	56.556	A
1857.08	52.7823	A
363.616	58.5081	B
451.835	61.2425	B
542.406	62.3757	B
637.607	64.4232	B
746.782	64.4107	B
837.366	64.8578	B
932.609	64.6182	B
1020.9	64.1507	B
1113.8	63.2252	B
1220.7	61.8407	B
1334.5	60.9129	B
1422.8	59.3018	B
1522.74	58.1468	B
1611.03	56.7645	B
1697.0	55.8398	B
1778.3	54.4582	B
1868.9	53.3043	B
660.56	63.065	C
660.6	63.732	
700.52	63.73	C
687	64.23	
707.48	64.729	C
707.48	64.396	
707.44	64.063	C
742.88	64.061	
742.92	64.561	C
765.08	65.06	
772.56	64.726	C
780.24	65.392	
819.24	64.557	C
819.32	65.557	
851.96	64.889	C
852	65.556	
894.64	64.888	C
912.44	66.053	
948.6	64.219	C
958.04	65.218	
996.12	64.05	C
1045.96	63.549	
1066.8	65.048	C
1056.32	64.382	
1098.44	64.047	C
1142.28	64.379	
1153.4	63.545	C
1187.76	63.877	
1199.2	62.377	C
1296.88	63.041	
1296.68	61.874	C
1348.6	62.873	
1335.2	61.373	C
1335.28	61.873	
1443.92	61.87	C
1402	60.705	
1443.8	61.037	C
1415.64	60.038	
1472.2	60.536	C
1472.08	59.87	
1591.8	59.533	C
1591.6	58.7	
1704.32	58.531	C
1654.76	57.032	
1655	58.199	C
1754.84	57.53	
1754.72	57.03	C
1754.44	55.696	
1806.72	56.029	C
1824.32	55.195	
1915.72	55.193	C
1934.64	55.693	
1896.96	54.694	C
1896.76	53.86	
1991.36	52.192	C
2050.72	52.524	
2071.32	54.19	C
2218.08	54.355	
2261.24	52.021	C
2132.12	51.023	
2282.96	50.354	C
2374.28	51.186	
2305.16	49.52	C
2444.52	49.851	
2669.28	49.515	C
2492.72	49.517	
2617.36	48.849	C
2492.44	48.684	
2467.88	47.684	C
2617.16	48.182	
2721.56	48.181	C
2694.72	47.181	
2668.12	46.015	C
2857.2	46.179	
2857.84	48.012	C
2971.68	47.677	
2971.28	46.511	C
2857.24	46.346	
2694.16	45.514	C
2856.72	44.846	
2828.6	44.013	C
2999.72	44.51	
2999.2	43.177	C
3088.92	44.343	
3088.6	43.509	C
3180.68	43.842	
3180.28	42.842	C
3179.88	41.842	
3274.2	41.007	C
3274.56	41.841	C
