1.9158	0.14567	A	Mik17a (GO1)	
2.1193	0.13546	A		
2.3314	0.12706	A		
2.5435	0.11956	A		
2.7468	0.11085	A		
2.9587	0.10516	A		
3.1616	0.10067	A		
3.3734	0.09588	A		
3.5674	0.09199	A		
3.7791	0.0881	A		
1.6332	0.15466	B	Mik17a (GO2)	
1.8629	0.14657	B		
2.0665	0.13515	B		
2.2698	0.12675	B		
2.4731	0.11895	B		
2.6762	0.11235	B		
2.888	0.10726	B		
3.0822	0.10246	B		
3.2852	0.09737	B		
