0.80	16.57	A	Ab92C
1.04	19.1	A	
1.11	19.54	A	
1.16	19.87	A	
1.30	21.52	A	
1.33	21.41	A	
1.36	21.28	A	
1.39	21.64	A	
1.47	22.11	A	
1.48	21.92	A	
1.50	22.58	A	
1.52	22.59	A	
1.55	22.81	A	
1.63	23.07	A	
1.63	23.03	A	
1.68	23.8	A	
0.211	7.283	B	Ay82
0.278	9.195	B	
0.344	11.157	B	
0.338	11.45	B	
0.418	13.118	B	
0.43	13.315	B	
0.516	14.347	B	
0.51	14.689	B	
0.522	15.179	B	
0.664	16.557	B	
0.67	16.851	B	
0.719	18.028	B	
0.712	18.371	B	
0.743	18.568	B	
0.743	18.225	B	
0.818	18.523	B	
0.812	18.18	B	
0.966	19.509	B	
0.96	19.802	B	
0.978	20.537	B	
0.959	21.075	B	
1.263	22.118	B	
1.263	22.95	B	
1.365	21.9	C	Ou95
1.221	25.5	C	
1.135	23.5	C	
1.75	22.6	D	Ala00c
2.31	23.7	D	
3.23	26.2	D	
0.48	13.7	E	Kny06
0.54	14.9	E	
0.608	15.6	E	
0.083	3.666	F	Mok66
0.115	4.226	F	
0.147	5.343	F	
0.188	5.789	F	
0.19	5.333	F	
0.188	6.547	F	
0.235	7.859	F	
0.244	8.185	F	
0.249	7.236	F	
0.287	9.432	F	
0.311	8.679	F	
0.313	7.995	F	
0.337	10.864	F	
0.387	10.299	F	
0.465	11.49	F	
0.553	12.946	F	
0.551	12.3	F	
0.649	14.431	F	
0.711	15.663	F	
0.749	15.921	F	
0.751	15.124	F	
0.789	17.014	F	
0.861	17.736	F	
0.861	15.364	F	
0.879	17.506	G	Brd67b
0.967	17.256	G	
1.067	17.56	G	
1.166	18.652	G	
1.272	17.043	G	
1.382	16.785	G	
1.496	16.707	G	
1.577	16.124	G	
0.463	13.9	H	TEC13
1.312	22.6	H	
0.017	1.501	I	Kan19
0.024	1.50	I	
0.022	2.027	I	
0.032	1.921	I	
0.042	3.264	I	
0.048	3.00	I	
0.053	3.131	I	
0.063	3.605	I	
0.032	2.949	I	
0.079	3.683	I	
0.079	4.131	I	
0.094	4.34	I	
0.111	5.103	I	
0.118	5.366	I	
0.148	5.969	I	
0.166	6.863	I	
0.191	7.309	I	
0.221	8.071	I	
0.284	9.83	I	
0.022	1.79	K	Kan19
0.223	8.545	K	
