1.970	48.00
2.540	50.00
3.490	52.50
0.5243	28.10
0.5723	30.50
0.6305	31.10
0.08070	7.410
0.1104	9.187
0.1441	10.87
0.1816	12.87
0.2281	14.65
0.2385	14.99
0.2760	16.29
0.3031	17.58
0.3302	18.26
0.3742	20.15
0.4569	23.27
0.5422	25.25
0.6378	27.61
0.7425	29.95
0.7683	30.62
0.8510	32.48
0.8549	31.73
0.9428	33.39
1.040	35.67
1.135	38.41
1.244	36.82
1.351	37.54
1.465	38.87
0.4630	25.50
1.312	43.60
