   2.50000000E-02    9.01000000E-04    1.00000000E-03    7.06833019E-23    0.00000000E+00
   2.50000000E-02    9.01000000E-04    1.00000000E-03    7.72624426E-23    1.95156695E-21
   2.50000000E-02    9.01000000E-04    1.00000000E-03    8.44539643E-23    4.08477822E-21
   2.50000000E-02    9.01000000E-04    1.00000000E-03    9.23148686E-23    6.41654700E-21
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.00907457E-22    8.96535483E-21
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.10299840E-22    1.17514035E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.20566456E-22    1.47967754E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.31788682E-22    1.81256078E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.44055465E-22    2.17642853E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.57464033E-22    2.57416479E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.72120679E-22    3.00892205E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.88141512E-22    3.48414617E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    2.05653586E-22    4.00360375E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    2.24795625E-22    4.57141201E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    2.45719421E-22    5.19207136E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    2.68590797E-22    5.87050120E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    2.93591030E-22    6.61207877E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    3.20918248E-22    7.42268182E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    3.50789096E-22    8.30873520E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    3.83440232E-22    9.27726171E-20
   2.50000000E-02    9.01000000E-04    1.00000000E-03    4.19130616E-22    1.03359380E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    4.58142944E-22    1.14931550E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    5.00786534E-22    1.27580849E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    5.47399310E-22    1.41407534E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    5.98350858E-22    1.56521197E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    6.54044885E-22    1.73041628E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    7.14922931E-22    1.91099768E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    7.81467359E-22    2.10838746E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    8.54205876E-22    2.32415014E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    9.33714640E-22    2.55999586E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.02062408E-21    2.81779391E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.11562308E-21    3.09958761E-19
   2.50000000E-02    9.01000000E-04    1.00000000E-03    1.21946443E-21    3.40761047E-19
