0,6031	14,21	A	Ay81a
0,7883	15,68	A	
0,8752	16,33	A	
0,9662	16,69	A	
1,040	16,94	A	
1,213	17,35	A	
1,394	17,56	A	
1,483	17,54	A	
1,784	17,36	A	
2,292	16,97	A	
0,5538	13,82	B	Ay82
0,5360	14,22	B	
0,7263	15,28	B	
0,7175	15,78	B	
0,8172	16,28	B	
0,9076	16,33	B	
0,9078	16,73	B	
0,9890	16,48	B	
1,007	17,13	B	
1,161	17,38	B	
1,170	17,03	B	
1,342	17,28	B	
1,342	17,58	B	
1,423	17,58	B	
1,423	17,23	B	
1,730	17,17	B	
1,875	17,47	B	
1,902	16,77	B	
2,236	17,06	B	
2,245	16,51	B	
2,381	17,11	B	
2,372	16,81	B	
2,589	17,06	B	
2,597	15,95	B	
2,751	16,10	B	
2,760	16,95	B	
2,932	16,60	B	
