110258840.92518875, 1782415762.929805
225756726.58152354, 3301812835.741257
221913867.10460174, 3530327485.239022
334535174.98650473, 4647011747.848392
331801711.11011994, 5312633452.434841
438601692.17889434, 5758521694.532032
442607104.1478973, 6366774733.985303
555110441.8741997, 6368172151.362082
550435270.9571196, 6808963457.538352
654926579.7387588, 6118465579.747801
786051672.7988625, 5461358896.517382
879722442.2539064, 4589514016.203408
976164736.1608435, 4014864958.701654
1121842785.1256905, 3730377077.3725266
1121445145.2212727, 3396682159.4103727
1322258352.5502632, 2760628397.8426957
1429332988.3970551, 2398800927.1336117
1545078378.805246, 2084397122.2326608
1572630598.948318, 2228731085.6960273
1790966772.561502, 1872970707.588259
1789742692.7326374, 1563299991.2056065
1772917620.8276224, 1287466759.5086145
