16594902.897678452, 523960135.3002634
28768205.253988087, 903941553.1690726
50308745.658727355, 1559489504.0582767
91105559.56918292, 2839333289.2092643
152514896.01114777, 4800500836.528148
273792146.1803193, 8507942799.627444
416360025.58254445, 12657244844.987814
536360002.74058497, 16347460339.555363
633165243.4943352, 16907141034.735851
715507865.2736037, 16020584706.596994
822805322.3590702, 14481672222.358038
962864350.4100275, 12487952210.263657
1116967289.9528563, 10624678308.940432
1413977431.9429274, 8061813527.2119665
1886255441.6904483, 5566907884.274201
2722027704.4732122, 3382515271.808758
3727593720.314938, 2097188303.5581467
5060249542.24647, 1300274626.1746318
6518674444.190321, 845085372.8609772
8695955724.036444, 516952086.322643
